,RegionID,SizeRank,RegionType,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,City ,State,house_type,cost_percentile_range
256,394306,257,Msa,32061,32128,32193,32340,32487,32647,32790,32936,33059,33181,33364,33587,33843,33989,34135,34262,34444,34610,34748,34873,34988,35123,35215,35279,35308,35363,35419,35483,35595,35734,35898,36010,36121,36234,36352,36458,36522,36598,36673,36770,36843,36908,36945,37030,37122,37250,37367,37494,37622,37729,37832,37938,38093,38253,38423,38581,38746,38955,39240,39588,,39405,39234,39438,39643,39536,39421,39355,39599,39836,39988,40067,40146,40275,40495,40737,40948,41100,41225,41371,41505,41700,41802,41989,42127,42339,42487,42590,42602,42602,42558,42619,42700,42829,42957,43052,43124,43134,43103,43024,42976,42988,43005,42906,42732,42330,41914,41507,41350,41247,41118,40861,40562,40212,39937,39644,39343,39029,38749,38503,38337,38218,38155,38079,37969,37869,37760,37641,37460,37272,37028,36785,36554,36394,36208,35938,35673,35476,35354,35214,35047,34872,34751,34597,34429,34288,34223,34206,34160,34157,34178,34216,34279,34316,34386,34448,34580,34734,34905,35075,35236,35422,35622,35805,35969,36124,36304,36496,36687,36872,37058,37257,37450,37655,37813,37967,38117,38268,38441,38585,Albany,GA,Condo,lower
257,395193,258,Msa,53158,53289,53348,53536,53642,53776,53828,53842,53946,54148,54451,54636,54856,55141,55493,55826,56122,56475,56874,57342,57837,58066,58041,57842,57937,58454,59131,58855,59085,58414,58615,58053,58417,58875,59345,59785,60140,60470,60762,61082,61548,62147,62959,63821,64492,64878,65268,65672,66358,67120,68037,69058,69960,71101,72513,73836,75472,76334,77499,78502,80115,81546,82849,84051,85365,86547,87931,89881,91956,93780,95392,97002,98500,99643,100462,101807,103221,105008,106342,107789,109128,110542,111708,112487,112947,113128,113269,113649,114226,115012,115432,115475,115461,115324,115023,113887,112700,111721,111578,111426,112176,112851,113333,112782,111450,108620,104540,101711,102806,105446,106024,104422,101970,100530,98218,96344,94571,94880,95734,95813,94800,92723,90919,89259,88766,89429,89559,89238,88556,88319,88288,88369,88637,88523,88602,88529,89028,88590,88119,86797,86291,85722,85562,85179,84310,84167,84347,84649,83923,83077,83247,84288,86094,86832,86746,85124,84428,83245,84731,84934,84968,83653,83073,83374,83168,83004,82925,82978,82436,82114,82015,82130,82587,82492,82563,82062,81827,82186,82954,83285,Vineland,NJ,Condo,lower
258,394917,259,Msa,59710,59595,59649,59787,59996,60119,60222,60412,60878,61538,62206,62799,63254,63734,64208,64541,64767,65016,65354,65734,65979,66008,66072,65941,65921,65832,65833,66171,66334,66587,66552,66949,67297,67861,68271,69023,69455,69861,70240,70658,71234,71548,72073,72588,73143,73529,73763,74045,74500,75100,75531,75864,76197,76631,77016,77267,77621,78077,78690,79043,79548,79849,80333,80635,81075,81612,82163,82453,82617,82695,82917,83190,83497,83738,83973,84351,84923,85557,86253,86747,87142,87349,87634,88015,88439,88863,89131,89294,89412,89579,89624,89637,89469,89525,89521,89621,89560,89689,89968,90148,89838,89135,88003,87036,85629,84780,84152,83638,83221,83038,83010,82969,82557,82604,82575,82009,81041,80142,79404,79658,79693,79933,79787,79814,80513,81164,81502,81232,80428,79600,78753,78277,78231,78413,78568,78453,78449,78303,78183,77960,77853,78035,78086,78321,76499,74465,72295,71744,71465,71102,71283,71649,72077,72320,72623,72824,73149,73337,73637,73887,74346,74993,75567,76022,76387,76645,76816,76751,76851,76739,76740,77022,78050,79221,80286,82693,84970,86563,86482,86596,Niles,MI,Condo,lower
259,394731,260,Msa,143396,142634,142906,143102,144258,145642,147297,148855,150163,152062,154280,156801,159025,160826,161834,162949,164182,166187,168064,170274,172401,174358,175857,178325,179875,181992,182640,184449,185646,187250,188624,190057,191375,193173,194939,196973,199161,201857,204695,207137,209794,212635,216086,219292,222451,226328,231087,236451,240279,243726,248262,253925,259875,265609,272435,279938,286716,291971,297574,303759,311398,318581,325100,331792,339208,347186,352803,356773,359778,364887,369869,375589,382104,389381,396358,401722,407053,412280,416107,419478,422546,425815,426878,425962,425910,426655,428056,427440,426338,425042,424303,423397,421901,419729,417303,415179,412825,411137,408724,406207,403796,401296,398580,395285,392423,389627,386569,382762,379547,377042,375868,374296,370011,364476,359839,357324,355685,353911,352710,351580,353576,355977,359325,359763,357607,355175,351737,350954,350033,349355,349180,348962,352175,354662,357116,357026,351726,346035,339840,339096,338517,337851,337408,337051,338353,338975,340048,340152,339950,339639,339008,339229,339617,340918,342852,344941,347747,350174,352935,354652,355440,356110,357353,359903,361209,363240,364514,367010,,356934,351990,354945,358277,362395,365170,366200,365108,366359,368480,372738,Kahului,HI,Condo,lower
260,394946,261,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66760,66608,66338,65801,65219,64732,64284,63801,63304,62846,62591,62411,62285,62109,61869,61670,61485,61384,61311,61187,61023,60768,60601,60464,60340,60173,59856,59553,59229,59091,59003,58911,58795,58595,58418,58299,58251,58202,58101,57995,57903,57858,57818,57813,57782,57816,57847,57924,58002,58089,58125,58145,58152,58205,58278,58331,58392,58492,58642,58817,58994,59201,59441,59697,59935,60155,60345,60491,60591,60692,,59835,Ottawa,IL,Condo,lower
261,395125,262,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136813,136986,137332,137799,138490,138958,139737,140221,140994,141448,142042,142313,142662,143552,144117,144581,144617,145250,146273,146645,146326,146408,146426,147939,148868,149911,150150,150312,151246,151846,152505,152731,153109,152978,153531,153687,154234,154217,154905,155326,155496,155352,157298,159405,161684,161619,161140,160274,160122,160596,161453,162071,162797,163328,164029,164601,165285,165838,166342,166701,166626,165989,165050,164461,164108,163997,163912,163719,163932,164299,160156,155518,150682,150460,150371,150288,150266,150060,149911,150189,150844,151390,151716,151676,151993,152042,152388,152355,152624,148203,141772,135348,133500,133818,134141,134398,134531,134427,134338,134465,134817,135306,135609,135897,134960,134980,135285,136729,137279,137727,138232,138735,138744,138776,State College,PA,Condo,lower
262,394359,263,Msa,54237,54434,54677,55083,55459,55780,56128,56541,56994,57472,57970,58497,59083,59502,59841,60149,60733,61320,61834,62122,62433,62705,63127,63431,63863,64365,64990,65570,66111,66608,67119,67448,67900,68347,68884,69338,69857,70284,70685,70999,71552,72162,72823,73479,74202,75065,75640,76338,76943,77829,78655,79502,80699,81863,83057,83510,84028,84561,85592,86540,,90324,91483,90951,91662,92346,92919,93393,93979,94650,95319,95858,96217,96396,96510,96548,96775,96798,96793,96962,97418,98030,98389,98669,98837,98848,98710,98575,98404,98139,97739,97818,98152,98685,98826,98957,99014,99203,99309,99138,98663,97968,97444,97073,96833,96679,96435,96281,96218,96375,96403,96244,95822,95423,94943,94547,94228,94005,93815,93520,93241,93133,93096,93246,93239,92866,92374,91879,91634,91162,90814,90486,90444,90326,90338,90298,90230,90028,89819,89569,89278,88940,88692,88495,88471,88488,88653,88746,88674,88631,88642,88874,89013,89074,89051,89107,89072,88999,88890,88958,88986,89054,88931,88910,88732,88633,,,,,84287,84646,85530,85781,85150,83723,82625,81878,81232,81213,Bangor,ME,Condo,lower
263,394314,264,Msa,45930,46094,46236,46395,46465,46521,46638,46749,46858,46985,47228,47503,47874,48147,48430,48627,48786,48878,48951,49078,49178,49326,49414,49494,49520,49622,49762,49872,49983,50121,50329,50491,50687,50903,51116,51343,51499,51733,51922,52134,52257,52353,52434,52578,52753,52967,53123,53317,53476,53755,53970,54250,54483,54695,54903,55104,55353,55585,55777,55975,56134,56396,56661,56973,57158,,,,,55180,55580,56257,56842,57384,57910,58227,58646,59057,59541,60116,60720,61358,61788,62150,62411,62954,63640,64327,64772,65161,65635,65979,66357,66541,66907,67080,67322,67444,67596,67772,67878,68093,68304,68632,68692,68648,68578,68533,68771,69006,69312,69382,69408,69382,69316,69173,69017,68800,68776,68667,68823,68859,69008,69033,69055,69048,68998,68947,68960,68949,68890,68792,68821,68878,68919,68866,68888,69040,69156,69297,69390,69547,69699,69820,70079,70303,70475,70579,70694,70871,70867,70831,70806,70886,71033,71201,71296,71393,71429,71727,72074,72460,72642,72755,72897,73121,73368,73058,72412,71876,71860,72229,72541,72890,73261,73642,74094,74579,75067,74975,Alexandria,LA,Condo,lower
264,394523,265,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37445,38030,38901,40126,41334,42046,42300,43360,44346,45376,45837,46920,48536,49739,50557,51370,52238,52892,53475,53775,53990,54136,54367,54600,54667,54764,54638,54634,54309,54183,54125,54229,54235,54086,53938,53794,53526,53287,52840,52548,52068,51862,51700,51740,51695,51603,51471,51378,51139,50983,50675,50440,50013,49692,49336,49470,49669,50099,50227,50402,50411,50536,50432,50432,50143,50272,50421,50643,50688,50761,50947,51183,51215,51368,51454,51660,51622,52934,54388,56029,56469,57042,57692,58637,59436,60208,60475,60572,60520,60570,60891,61108,61428,61561,61980,62253,62521,62667,62882,61706,60509,Decatur,AL,Condo,lower
265,394662,266,Msa,,,,,,,,,,,,,67670,67929,68170,68687,69016,69350,69545,69854,70129,70433,70714,70978,71213,71488,71760,71334,70911,70513,70783,71177,71633,72130,72619,73087,73671,74184,74686,75200,75772,76532,77464,78535,79577,80763,82006,83410,84570,85793,86939,88177,89563,91230,93787,96044,98223,100458,102976,105513,107945,110058,112119,114872,118255,122142,124492,127429,129586,132394,134615,136969,139021,141021,142886,145288,147132,148904,149585,149552,149983,150533,151319,151277,150867,150758,151201,151686,151667,150769,149370,148640,147929,147573,145764,144152,142802,141650,139971,137260,134821,132253,129754,127190,126434,125743,124945,122546,120592,118853,117446,115380,113770,112315,111917,111499,111147,110252,109297,110351,112104,114702,115106,115546,116179,116207,115157,113201,111990,111190,108992,106181,103736,102393,102037,100562,97931,94656,93638,94970,96096,96281,95414,94758,94534,93642,94225,95122,98088,100430,100780,99668,98279,98248,98758,100887,101769,103135,102688,103040,102953,104030,106263,109596,112582,115286,117388,118491,118438,118047,117839,119069,120957,123561,125291,125369,125269,125097,126360,124930,Hanford,CA,Condo,lower
266,394707,267,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119259,119142,119009,118769,118721,118578,118629,118490,118395,118181,118149,118247,118422,118485,118612,118609,118806,118956,119189,119196,119103,119032,118865,118777,118521,118331,118151,117934,117760,117455,117244,117149,117369,117708,117933,118067,118173,118072,118035,117970,118227,118338,118449,118524,118601,118772,119018,119214,119345,119378,119454,119543,119760,120079,120380,120616,120854,121119,121403,121724,121960,122235,122736,123276,123745,123974,124276,124445,124562,124713,125010,125389,Iowa City,IA,Condo,lower
267,395036,268,Msa,36602,36843,37114,37393,37649,37836,38124,38419,38600,38811,39015,39318,39693,39857,39940,39972,40127,40283,40363,40447,40531,40704,40808,40928,40956,41002,41000,41030,41146,41298,41497,41615,41743,41818,41925,41956,42004,42058,42122,42187,42271,42363,42456,42527,42688,42823,42944,42985,43146,43276,43464,43567,43639,43729,43764,43963,44070,44317,44437,44684,44759,44782,44898,45271,45863,46294,46634,46908,47340,47704,48017,48203,48473,48771,49120,49428,49707,50001,50255,50571,50831,51113,51370,51584,51853,51992,52179,52282,52386,52438,52467,52590,52805,53048,53283,53405,53492,53398,53235,53011,52915,52856,52845,52806,52801,52720,52570,52292,52103,51946,51844,51605,51297,51002,50718,50449,50188,49953,49798,49616,49375,49175,48968,48851,48648,48468,48304,48145,48025,47874,47713,47182,46604,46078,45875,45686,45499,45351,45268,45632,46050,46381,46319,46194,46163,46127,46106,46096,46060,46027,46023,45946,45900,45842,45921,45991,46080,46153,46217,46255,46251,46271,46295,46291,46243,46217,46251,46383,46566,46791,46948,47078,47185,47305,47377,47387,47400,47425,47531,47677,Rocky Mount,NC,Condo,lower
268,394873,269,Msa,95627,95875,96112,96571,97191,97831,98608,99461,100377,101150,101832,102646,103493,104094,104462,104598,104874,104850,105055,105158,105547,106041,106543,107092,107479,107885,108315,108776,109379,109873,110298,110795,111478,112248,112710,113090,113490,114045,114424,114799,115414,116173,116588,116685,116849,117305,117721,118072,118617,119208,119770,120085,120524,120870,121305,121875,122614,123436,124046,124503,124832,124793,125186,125620,126393,126897,127325,127805,128216,128692,129132,129803,130518,131046,131310,131365,131377,131324,131161,130881,130369,129819,129202,128691,127335,126558,125184,124769,123406,122719,121196,119685,118035,116814,115648,113934,112117,110214,109864,109923,110323,109458,106638,103396,100015,97927,96241,94076,92227,89756,87740,86451,85487,84395,82526,81387,81082,81131,81765,82707,84811,86703,88008,89751,91666,93978,94602,94226,93373,92829,92588,91163,89095,86544,82813,78755,75031,76012,78050,79980,78615,76756,75574,76040,77023,77867,78749,79917,80673,79862,78095,76988,77012,77578,77401,77099,76369,76271,76212,76741,77197,77793,78940,79705,80840,81953,83254,84303,84143,83619,83761,84914,87653,89836,91864,93738,95932,98320,99366,99896,Monroe,MI,Condo,lower
269,395223,270,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52906,52934,52926,52934,52872,52729,52543,52255,51926,51577,51397,51343,51333,51311,51351,51365,51421,51376,51367,51295,51246,51194,51121,51045,50943,50841,50765,50690,50669,50634,50613,50564,50432,50138,49625,49198,48961,48823,48657,48592,48717,48806,48805,48804,48837,49068,49299,49638,49731,49735,49805,49981,50140,50257,50212,50140,50082,50051,50173,50278,50521,50881,51208,51426,51524,51648,51794,51881,51940,52031,52230,52434,Wichita Falls,TX,Condo,lower
270,394428,271,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burlington,NC,Condo,lower
271,394814,272,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76877,77217,77977,79380,81182,82815,84564,86276,88291,90378,92062,93343,94434,96045,97774,99501,101253,103363,105522,107525,109396,111562,113851,116768,119486,122473,125084,128136,131285,134676,138171,141634,145087,148137,151096,153808,156334,159093,161818,164537,166593,168605,170435,172446,173313,173513,173004,172217,171581,171151,170248,169119,166897,165089,162712,160295,157857,155480,153092,150560,146934,143187,138960,135626,132812,130421,128024,125373,122034,119146,116466,114874,113482,112175,110987,109790,108747,107923,107274,106777,106282,105863,105494,105193,105165,105212,105250,104976,104545,104050,103557,105201,106825,108463,107969,107518,107294,107164,106864,106341,105783,105352,105010,104487,104252,104032,104158,104185,104346,104609,104968,105292,105654,106046,106620,107468,108442,109483,110536,111607,113010,114601,116527,118593,120722,122836,124724,126559,128833,131303,133741,135531,137487,139561,,147463,151316,,151692,150092,149927,149782,151740,153871,Madera,CA,Condo,lower
272,394723,273,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83681,83559,83375,82846,82212,81565,81207,80835,80446,80101,80115,80217,79956,79599,79348,79354,79527,79539,79715,79832,80385,80948,81524,81859,82291,82389,82453,82276,81858,81375,80749,80458,79830,79192,78622,78095,77685,77336,77039,77193,77216,77530,77413,77407,77292,77498,77751,77996,78230,78458,78688,78809,78815,79050,79200,79720,80305,80692,81199,81324,81253,80712,80446,80375,80214,79737,79481,79315,79737,80028,80125,79831,79583,79495,79467,79249,79105,79106,79684,80154,80345,Jefferson City,MO,Condo,lower
273,394453,274,Msa,,,,,,,,,,,,,,,,,75210,75619,75884,76266,76506,76723,77247,77723,78607,79413,80365,80936,81496,81990,82555,83182,83929,84726,85313,85773,86396,87197,88045,88607,90379,92640,94916,96526,97904,99335,100048,101134,102002,103287,104108,105489,107062,108612,110102,110947,111674,112321,113379,114451,114888,114408,113691,113737,114666,116142,117657,119197,120428,121480,122392,123473,124486,125549,126853,128197,129562,130740,131974,133371,134537,135753,136760,137880,138826,139526,140101,140588,140612,140048,139279,139089,139197,139279,139290,139427,139463,139486,138579,137556,136377,135570,134074,133539,133410,133871,132758,131457,130465,130223,130376,130605,130114,128812,125143,121692,119374,119240,119634,119840,121830,123804,125243,124685,123899,123077,122926,122260,121588,118923,116545,113910,113952,114026,114915,114535,113798,112544,111337,111025,110256,109656,108898,109086,109066,108878,108464,108505,108826,109338,109447,109276,109469,110481,111327,111414,111651,112010,112405,111853,111642,111627,111941,112019,112161,112593,113513,114449,114554,114441,114543,115248,116114,116823,117692,117918,118228,118073,118320,118329,Chambersburg,PA,Condo,lower
274,395152,275,Msa,26707,26800,26841,26883,26912,26935,27024,27077,27138,27191,27370,27559,27839,27914,28008,28022,28163,28283,28432,28573,28727,28813,28855,28874,28935,28998,29062,29088,29163,29277,29438,29560,29670,29779,29865,29943,30029,30148,30272,30340,30451,30552,30712,30790,30874,30970,31118,31281,31455,31664,31880,32073,32259,32459,32653,32819,32972,33128,33298,33466,,,35219,,34551,34579,34718,34795,34908,34984,35163,35376,35513,35690,35781,35944,36098,36297,36386,36458,36472,36568,36639,36791,36944,37189,37443,37656,37703,37641,37557,37567,37636,37719,37759,37786,37805,37843,37860,37943,38044,38130,38191,38209,38260,,37185,36630,36736,36776,36868,36803,36663,36437,36225,36118,36022,35895,35773,35736,35751,35725,35747,35773,35901,35901,35913,35858,35834,35847,35765,35747,35658,35674,35597,35602,35600,35684,35767,35885,35964,35996,36069,36103,36195,36256,36413,36521,36673,36820,36950,37006,37052,37202,37352,37503,37636,37848,38086,38319,38528,38702,38851,,40079,40608,,40640,40962,41338,41698,41949,42201,42281,42356,42384,42419,42510,42709,42947,Texarkana,TX,Condo,lower
275,394563,276,Msa,61460,61622,61727,61984,62212,62371,62492,62644,62862,63153,63474,63834,64250,64555,64838,65056,65304,65492,65694,65812,65956,66075,66380,66617,66816,66986,67161,67289,67347,67456,67637,67878,68149,68382,68661,69034,69368,69615,69788,70009,70236,70454,70660,70856,71193,71424,71554,71438,71580,71937,72371,72760,73135,73462,73769,74056,74448,74724,74989,75223,75435,75720,76055,76561,76976,77535,78088,78832,79591,80276,80799,81068,81329,81661,82135,82698,83168,83583,83926,84148,84366,84543,84840,85103,85505,85779,85961,85904,85928,86032,86076,85931,85709,85724,85806,85804,85693,85637,85737,85612,85417,85281,85181,85149,84866,84589,84429,84354,84448,83854,83266,82641,82505,82329,82063,81807,81574,82474,83288,84365,83846,83520,83166,83490,83983,84326,84651,84834,85181,85457,85539,85506,85583,85788,85881,85858,85720,85549,85376,,79712,76889,76872,76878,78604,80320,81682,81472,80920,80154,79689,79706,80266,80156,79607,77644,76578,75573,76191,76182,76371,76532,76520,78379,79940,81702,81821,81928,81702,81455,81338,81611,80703,80091,80291,81482,81421,80433,80016,80648,Elizabethtown,KY,Condo,lower
276,395000,277,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32884,32915,32936,32814,32469,32083,31692,31501,31270,31002,30772,30685,30821,30862,30873,30972,31188,31330,31450,31431,31394,31315,31449,30894,30113,29176,28960,28933,28885,28838,28795,28809,28833,28861,28818,28759,28652,28575,28521,28518,29107,29626,30120,30028,30007,29920,29789,29677,29531,29468,29399,29383,29263,29190,29296,29462,29593,29667,29813,29825,29746,29676,29693,29824,29844,29925,29943,29965,29922,29804,29612,29465,Pottsville,PA,Condo,lower
277,395221,278,Msa,23821,23668,23665,23599,23656,23710,23782,23802,23835,23942,24192,24442,24703,24814,24951,25055,25245,25401,25497,25636,25689,25776,25783,25838,25862,25939,26050,26172,26277,26381,26503,26633,26730,26845,26869,26885,26863,26941,27047,27170,27276,27398,27526,27635,27681,27752,27825,27968,28093,28286,28503,28711,28921,29110,29290,29365,29272,29296,29313,29544,,28670,28616,,29711,29537,29877,30174,30890,31450,31989,32511,32746,32941,33138,33286,33608,33930,34175,34423,34613,34844,34981,35087,35194,35369,35472,35570,35601,35686,35751,35847,35942,36002,36049,36093,36181,36257,36274,36269,36229,36261,36328,36336,36289,36167,36110,36080,36145,36190,36059,35871,35601,35479,35377,35322,35198,35038,34905,34848,34884,34955,35036,35144,35252,35380,35434,35514,35512,35442,35282,35133,35053,34975,34857,34600,34495,34521,34676,34726,34717,34697,34683,34628,34597,34547,34585,34640,34679,34717,34733,34792,34889,34994,35103,35146,35247,35359,35476,35587,35585,35642,35654,35759,35860,36014,36214,36391,36517,36620,36761,36927,37106,37274,37439,37598,37804,37993,38169,38272,Wheeling,OH,Condo,lower
278,394598,279,Msa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50449,50302,50279,50231,50229,50119,49990,49936,49943,49916,49759,49474,49110,48796,48660,48806,49052,49306,49466,49649,49835,49945,49706,49384,48976,48742,48524,48405,48466,48493,48604,48747,48808,48822,49094,49468,50607,51268,52207,52272,52549,52688,52832,52875,53133,53219,53617,53477,53671,53302,53024,52568,52346,52269,52230,52226,52275,52526,Florence,AL,Condo,lower
279,394639,280,Msa,98839,98917,97583,96824,96125,96922,97224,97601,97979,98517,98933,99415,99858,100389,100883,101344,101852,102319,102778,103314,103885,104453,104876,105300,105702,106104,106580,107065,107670,108141,108753,109479,110441,111343,112041,112550,112989,113283,113833,114492,115296,115929,116599,117366,118222,119018,119825,120549,121399,122320,123359,124303,125194,125921,126682,127497,128484,129589,130637,131630,132341,133141,133975,134930,135810,136729,137812,139010,140250,141522,142940,144616,146523,148044,149293,150357,151695,153215,155138,157285,159298,161008,162676,164570,166330,168068,169978,172162,174702,177229,179506,181649,183285,184816,186072,187062,187670,187914,187975,187797,187136,185920,184924,183765,183195,182496,181623,180620,180071,178979,177840,176315,175117,173176,170805,168600,167033,165244,163449,161363,159179,158076,156754,156180,154646,154056,152377,150701,148282,146532,145047,143266,141414,139403,137945,135706,133728,131653,130548,129544,128717,128375,127819,127786,127334,126903,126418,126758,127725,128801,129930,130949,132079,132587,132980,133231,133248,133487,134187,135245,135935,135925,135922,136098,136390,137103,137596,138428,139116,140225,140484,140253,140385,140953,141328,140928,140648,140883,141190,141135,Grand Junction,CO,Condo,lower
280,394493,281,Msa,89281,89758,90235,91149,92131,93095,94088,94911,95639,96412,97320,98361,99332,100455,101592,102934,104270,105571,106479,107554,108753,110437,111865,113381,114742,116052,117291,118494,119891,121342,123222,125105,127164,128990,130881,132640,134322,135793,137279,139035,140964,142863,144437,145861,147287,148780,150242,151570,152864,154221,155641,156986,158364,159577,161249,162988,165045,166849,168556,170060,171435,172797,174213,175640,176888,178262,179640,181395,182892,184302,185577,186703,187876,188947,190127,191138,191665,192010,192406,192783,193107,192626,191875,191292,190891,189609,188028,187485,187868,188274,187498,186929,186212,185234,184418,183578,183495,183105,182506,181444,177698,173989,170633,167822,165384,162406,162974,162896,163685,162699,162410,161312,159991,158158,156829,156171,155883,155094,154833,154357,154889,154694,154329,152974,151631,151193,151695,152559,153296,152806,152123,150871,149905,149378,148724,148468,148069,148009,147330,147503,148096,149815,150503,151202,150739,150239,149474,148909,149681,150331,151717,151675,149971,148593,148132,149097,148869,148963,148072,148537,148489,149960,150987,151691,152605,153313,153174,152586,151858,152706,154059,155303,156293,156530,157265,157560,158062,158659,158353,157787,Concord,NH,Condo,lower
281,394537,282,Msa,,,,,,,,,,,,,,,,,,,,,,,,42563,42571,42706,42863,43133,43513,44083,44650,44944,45003,45037,45015,45259,45362,45657,45776,46195,46586,47122,47515,47721,47741,47810,48033,48520,48848,49228,49446,49782,50021,50309,50632,51022,51301,51562,51768,52159,52534,53113,53678,54268,54683,55132,55675,56260,56679,56991,57310,57883,58414,59109,59565,60194,60616,61193,61597,62027,62298,62563,62747,63011,63227,63796,64188,64676,64751,64898,64898,65091,65224,65431,65630,65823,66014,66059,66051,65871,65523,65296,65121,65168,64943,64781,64670,64612,64089,64170,64141,63964,62840,61806,61162,60677,60424,60203,60347,60348,60888,61196,61336,61047,60508,60019,59515,59002,58698,59019,59256,59115,58472,57599,56722,55639,55304,55279,55446,55396,55346,55008,54744,54528,54529,54402,54259,54220,54238,54293,54294,54263,54137,53956,53749,53551,53361,53166,53021,53043,53130,53186,53183,53205,53224,53154,53050,52911,52936,52835,52923,52922,53282,53570,53837,53899,53939,54014,54069,54104,Dothan,AL,Condo,lower
